# Ordem,Estado,Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,# ofertas
0585,Regular,17,Beira Litoral,"<100,000","<100,000",22500,B-,48,11.0,0.07919999999999999,0.07919999999999999,592
0586,Regular,6,Lisboa,"100,000 - 350,000","350,000-500,000",15000,C+,36,11.0,0.0874,0.0874,498
0587,Pago,10,Madeira,"500,000-1,500,000",">=1,500,000",20000,B-,3,3.0,0.0605,0.060411,182
0588,Pago,7,Lisboa,">=1,500,000","100,000 - 350,000",20000,B,36,36.0,0.0649,0.0649,779
0589,Regular,6,Lisboa,"100,000 - 350,000","100,000 - 350,000",50000,A,48,10.0,0.0492,0.04919805,556
0590,Regular,7,Açores,"100,000 - 350,000","500,000-1,500,000",25000,B,48,10.0,0.0692,0.0692,690
0591,Regular,20,Algarve,"100,000 - 350,000","<100,000",30000,C+,36,10.0,0.0874,0.0874,696
0592,Pago,10,Madeira,"<100,000",">=1,500,000",5000,B-,2,2.0,0.0605,0.0604942,52
0593,Pago,10,Madeira,">=1,500,000",">=1,500,000",10000,B-,3,3.0,0.0605,0.060496,103
0594,Regular,16,Minho e Douro Litoral,">=1,500,000","350,000-500,000",50000,B-,48,10.0,0.07919999999999999,0.0791968,684
0595,Regular,21,Minho e Douro Litoral,"350,000-500,000","500,000-1,500,000",30000,B-,48,10.0,0.07919999999999999,0.07919999999999999,680
0596,Regular,7,Estremadura e Ribatejo,"500,000-1,500,000","<100,000",13500,C+,36,10.0,0.0874,0.0874,582
0597,Regular,14,Minho e Douro Litoral,"<100,000","100,000 - 350,000",20000,B-,36,10.0,0.0748,0.0748,657
0598,Regular,1,Beira Litoral,"100,000 - 350,000","<100,000",10000,S,36,10.0,0.09,0.08947713,80
0599,Regular,3,Minho e Douro Litoral,"<100,000","100,000 - 350,000",20000,C+,36,10.0,0.0874,0.0874,567
0600,Regular,1,Lisboa,"100,000 - 350,000","<100,000",15000,S,36,10.0,0.1,0.09993980000000001,182
0601,Regular,1,Beira Litoral,"<100,000","<100,000",10000,S,36,10.0,0.1,0.09992069,100
0602,Pago,12,Alentejo,"<100,000","350,000-500,000",7000,C,3,3.0,0.08560000000000001,0.08560000000000001,55
0603,Pago,12,Alentejo,"350,000-500,000","350,000-500,000",6600,C,2,2.0,0.08560000000000001,0.08560000000000001,81
0604,Pago,10,Madeira,"350,000-500,000",">=1,500,000",15000,B-,2,2.0,0.0605,0.060455829999999995,127
0605,Pago,10,Madeira,">=1,500,000",">=1,500,000",15000,B-,2,2.0,0.0605,0.060496499999999995,118
0606,Pago,10,Madeira,">=1,500,000",">=1,500,000",18000,B-,3,3.0,0.0605,0.06047847,158
0607,Regular,4,Alentejo,">=1,500,000","<100,000",5000,C+,36,10.0,0.0874,0.0874,791
0608,Regular,6,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",25000,B,48,10.0,0.0692,0.0692,572
0609,Regular,2,Beira Litoral,"100,000 - 350,000","<100,000",20000,S,36,10.0,0.08,0.08,158
0610,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",20000,C+,36,10.0,0.0874,0.0874,914
0611,Regular,13,Minho e Douro Litoral,"<100,000","100,000 - 350,000",15000,B-,36,10.0,0.0748,0.0748,812
0612,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",50000,B+,60,10.0,0.0639,0.0639,882
0613,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",40000,B,36,10.0,0.0649,0.0649,832
0614,Regular,25,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",20000,B,48,10.0,0.0692,0.0692,912
0615,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",35000,B,36,10.0,0.0649,0.0649,661
0616,Regular,7,Lisboa,"100,000 - 350,000","500,000-1,500,000",25000,B-,48,10.0,0.07919999999999999,0.07919999999999999,592
0617,Regular,15,Lisboa,"350,000-500,000","<100,000",10000,A,24,10.0,0.0408,0.0408,516
0618,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C,36,10.0,0.0999,0.0999,548
0619,Regular,14,Estremadura e Ribatejo,"<100,000","350,000-500,000",20000,B,36,10.0,0.0649,0.0649,598
0620,Regular,2,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",10000,B-,24,10.0,0.0708,0.0708,513
0621,Regular,5,Madeira,"100,000 - 350,000","100,000 - 350,000",20000,B-,48,10.0,0.07919999999999999,0.07919999999999999,564
0622,Pago,3,Alentejo,"<100,000","<100,000",10320,B-,2,2.0,0.0605,0.0605,81
0623,Regular,19,Alentejo,"100,000 - 350,000","100,000 - 350,000",38000,B-,36,10.0,0.0748,0.0748,679
0624,Regular,11,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B,48,10.0,0.0692,0.0692,492
0625,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",50000,B,48,10.0,0.0692,0.0692,858
0626,Regular,26,Estremadura e Ribatejo,"500,000-1,500,000","350,000-500,000",30000,B-,24,10.0,0.0708,0.0708,759
0627,Pago,3,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",5000,B-,2,2.0,0.0605,0.060492,36
0628,Regular,3,Beira Litoral,"100,000 - 350,000","<100,000",10000,C,36,10.0,0.0999,0.0999,508
0629,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",10000,C+,36,10.0,0.0874,0.0874,473
0630,Regular,3,Algarve,"<100,000","<100,000",5000,B,48,10.0,0.0692,0.0692,433
0631,Regular,16,Beira Litoral,"<100,000","100,000 - 350,000",25000,B,48,9.0,0.0692,0.0692,579
0632,Regular,7,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",15000,B-,36,9.0,0.0748,0.0748,488
0633,Regular,19,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",40000,B,24,9.0,0.060899999999999996,0.060899999999999996,643
0634,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,24,9.0,0.0708,0.0708,530
0635,Regular,9,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",22500,B+,60,9.0,0.0639,0.0639,932
0636,Regular,9,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",15000,B,36,9.0,0.0649,0.0649,439
0637,Regular,11,Beira Litoral,"500,000-1,500,000","100,000 - 350,000",30000,B,48,9.0,0.0692,0.0692,688
0638,Regular,15,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,9.0,0.0748,0.0748,484
0639,Regular,10,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",15000,B,36,9.0,0.0649,0.0649,452
0640,Regular,16,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",40000,B,36,9.0,0.0649,0.0649,785
0641,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",50000,B-,36,9.0,0.0748,0.0748,881
0642,Regular,11,Lisboa,"100,000 - 350,000","500,000-1,500,000",40000,B-,12,9.0,0.0605,0.0605,967
0643,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,C+,36,9.0,0.0874,0.0874,611
0644,Regular,3,Estremadura e Ribatejo,"<100,000","500,000-1,500,000",20000,B,48,9.0,0.0692,0.0692,439
0645,Regular,6,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",20000,B,24,9.0,0.060899999999999996,0.060899999999999996,678
0646,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,24,9.0,0.0834,0.0834,385
0647,Regular,16,Minho e Douro Litoral,"100,000 - 350,000","<100,000",12000,B,24,9.0,0.060899999999999996,0.060899999999999996,454
0648,Regular,8,Minho e Douro Litoral,"100,000 - 350,000","500,000-1,500,000",50000,B-,24,9.0,0.0708,0.07079796,691
0649,Regular,4,Estremadura e Ribatejo,"500,000-1,500,000","<100,000",20000,B,48,9.0,0.0692,0.0692,492
0650,Regular,8,Minho e Douro Litoral,"<100,000","<100,000",30000,B-,36,9.0,0.0748,0.0748,505
0651,Regular,3,Alentejo,"100,000 - 350,000","<100,000",15000,C+,36,9.0,0.0874,0.0874,512
0652,Regular,2,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C+,24,9.0,0.0834,0.0834,408
0653,Regular,4,Lisboa,"<100,000","100,000 - 350,000",40000,B,36,9.0,0.0649,0.0649,719
0654,Regular,15,Algarve,"500,000-1,500,000","100,000 - 350,000",15000,B-,36,9.0,0.0748,0.0748,425
0655,Regular,14,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B-,36,9.0,0.0748,0.0748,386
0656,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,B,36,9.0,0.0649,0.0649,433
0657,Regular,4,Algarve,"500,000-1,500,000","<100,000",15000,B-,36,9.0,0.0748,0.0748,455
0658,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,36,9.0,0.0748,0.0748,384
0659,Regular,20,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",20000,B,36,9.0,0.0649,0.0649,678
0660,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B,36,9.0,0.0649,0.0649,384
0661,Pago,13,Lisboa,"350,000-500,000","100,000 - 350,000",15000,C+,36,36.0,0.0874,0.0874,364
0662,Regular,3,Lisboa,"100,000 - 350,000","<100,000",25000,B-,24,9.0,0.0708,0.0708,900
0663,Pago,5,Lisboa,"100,000 - 350,000","100,000 - 350,000",20000,B,12,12.0,0.0506,0.0506,540
0664,Regular,2,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",20000,C+,36,9.0,0.0874,0.0874,703
0665,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",30000,B,36,9.0,0.0649,0.0649,752
0666,Regular,5,Beira Litoral,"100,000 - 350,000","500,000-1,500,000",30000,B-,36,9.0,0.0748,0.0748,521
0667,Regular,3,Estremadura e Ribatejo,"500,000-1,500,000","<100,000",10000,C+,36,9.0,0.0874,0.0874,401
0668,Regular,6,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",20000,C+,36,9.0,0.0874,0.0874,1171
0669,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,8.0,0.0748,0.0748,572
0670,Regular,2,Trás os Montes e Alto Douro,"100,000 - 350,000","<100,000",30000,B-,48,8.0,0.07919999999999999,0.07919999999999999,563
0671,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",50000,B+,36,8.0,0.054900000000000004,0.054900000000000004,895
0672,Regular,11,Trás os Montes e Alto Douro,"100,000 - 350,000",">=1,500,000",25000,B,36,8.0,0.0649,0.0649,509
0673,Regular,18,Beira Interior,"100,000 - 350,000","<100,000",25000,B,36,8.0,0.0649,0.0649,976
0674,Regular,4,Beira Litoral,"100,000 - 350,000","350,000-500,000",15000,B+,18,8.0,0.045700000000000005,0.045700000000000005,705
0675,Regular,19,Beira Interior,"350,000-500,000","350,000-500,000",10000,C+,24,8.0,0.0834,0.0834,644
0676,Regular,19,Beira Litoral,"<100,000","100,000 - 350,000",15000,C+,36,8.0,0.0874,0.0874,616
0677,Regular,4,Beira Litoral,"<100,000","<100,000",10000,C+,36,8.0,0.0874,0.0874,528
0678,Regular,9,Beira Litoral,"500,000-1,500,000","500,000-1,500,000",25000,B-,36,8.0,0.0748,0.0748,748
0679,Regular,19,Beira Litoral,"350,000-500,000","100,000 - 350,000",30000,B,48,8.0,0.0692,0.0692,1126
0680,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,C+,36,8.0,0.0874,0.0874,650
0681,Regular,9,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",25000,B,36,8.0,0.0649,0.0649,858
0682,Regular,11,Beira Litoral,">=1,500,000",">=1,500,000",25000,B,36,8.0,0.0649,0.0649,581
0683,Regular,31,Beira Litoral,">=1,500,000",">=1,500,000",50000,B-,24,8.0,0.0708,0.0708,1016
0684,Regular,27,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",42500,B,48,8.0,0.0692,0.0692,564
0685,Regular,26,Minho e Douro Litoral,"500,000-1,500,000",">=1,500,000",30000,B,48,8.0,0.0692,0.0692,761
0686,Regular,4,Alentejo,"<100,000","<100,000",15000,B,18,8.0,0.0557,0.0557,715
0687,Regular,18,Lisboa,"100,000 - 350,000","500,000-1,500,000",10000,C+,24,8.0,0.0834,0.0834,691
0688,Regular,4,Algarve,"350,000-500,000","<100,000",20000,B+,24,8.0,0.0509,0.0509,822
0689,Regular,9,Lisboa,"100,000 - 350,000","100,000 - 350,000",15000,B,48,8.0,0.0692,0.0692,534
0690,Regular,4,Lisboa,"<100,000","100,000 - 350,000",30000,B,36,8.0,0.0649,0.0649,1135
0691,Regular,12,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",25000,B+,48,8.0,0.0592,0.0592,829
0692,Regular,12,Estremadura e Ribatejo,"100,000 - 350,000","350,000-500,000",15000,B-,36,8.0,0.0748,0.0748,647
0693,Regular,5,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",20000,B-,36,8.0,0.0748,0.0748,653
0694,Regular,8,Beira Litoral,"<100,000","<100,000",5000,B-,24,8.0,0.0708,0.0708,848
0695,Pago,13,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",15000,C+,36,36.0,0.0874,0.0874,935
0696,Regular,14,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,C+,24,8.0,0.0834,0.0834,882
0697,Regular,3,Beira Litoral,"100,000 - 350,000","<100,000",20000,B-,36,8.0,0.0748,0.0748,1027
0698,Pago,5,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",5000,B+,6,6.0,0.0406,0.0406,823
0699,Regular,19,Minho e Douro Litoral,"100,000 - 350,000","<100,000",20000,B,36,8.0,0.0649,0.0649,1289
0700,Regular,2,Açores,"<100,000","350,000-500,000",25000,S,36,8.0,0.08,0.08,261
0701,Regular,32,Minho e Douro Litoral,"350,000-500,000","500,000-1,500,000",10000,C,36,8.0,0.0999,0.0999,676
0702,Regular,24,Beira Litoral,"500,000-1,500,000","350,000-500,000",15000,B-,36,8.0,0.0748,0.0748,758
0703,Regular,5,Minho e Douro Litoral,"<100,000","<100,000",5000,B,36,8.0,0.0649,0.0649,635
0704,Regular,6,Beira Litoral,"<100,000","<100,000",15000,B-,36,8.0,0.0748,0.0748,717
0705,Regular,11,Beira Litoral,"<100,000","<100,000",20000,B+,48,8.0,0.0592,0.0592,880
0706,Regular,2,Algarve,"<100,000","<100,000",15000,S,36,8.0,0.08,0.08,127
0707,Regular,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,8.0,0.0874,0.0874,728
0708,Regular,17,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,8.0,0.0874,0.0874,668
0709,Regular,14,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",50000,C+,36,7.0,0.0874,0.0874,1309
0710,Pago,17,Lisboa,">=1,500,000",">=1,500,000",12500,B-,2,2.0,0.0605,0.060485199999999996,83
0711,Regular,4,Lisboa,"100,000 - 350,000","100,000 - 350,000",30000,B,36,7.0,0.0649,0.0649,835
0712,Regular,18,Estremadura e Ribatejo,"350,000-500,000","350,000-500,000",25000,B,48,7.0,0.0692,0.0692,1219
0713,Regular,15,Lisboa,"100,000 - 350,000","<100,000",20000,A,24,7.0,0.0408,0.0408,746
0714,Regular,5,Açores,"500,000-1,500,000","500,000-1,500,000",60000,B+,60,7.0,0.0639,0.0639,1358
0715,Regular,7,Beira Litoral,"<100,000","<100,000",10000,B-,36,7.0,0.0748,0.0748,852
0716,Regular,3,Lisboa,"<100,000","<100,000",15000,B-,36,7.0,0.0748,0.0748,999
0717,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",10000,B-,36,7.0,0.0748,0.0748,904
0718,Regular,30,Estremadura e Ribatejo,">=1,500,000","500,000-1,500,000",40000,B,36,7.0,0.0649,0.0649,1409
0719,Regular,27,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,7.0,0.0748,0.0748,719
0720,Regular,7,Beira Litoral,"350,000-500,000",">=1,500,000",50000,B+,36,7.0,0.054900000000000004,0.054900000000000004,1351
0721,Regular,16,Alentejo,"100,000 - 350,000","500,000-1,500,000",15000,C+,36,7.0,0.0874,0.0874,763
0722,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C+,24,7.0,0.0834,0.0834,672
0723,Regular,5,Lisboa,"350,000-500,000","100,000 - 350,000",20000,B+,48,7.0,0.0592,0.0592,866
0724,Regular,3,Lisboa,"500,000-1,500,000","500,000-1,500,000",50000,A,36,7.0,0.044800000000000006,0.044800000000000006,1409
0725,Regular,31,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,48,7.0,0.07919999999999999,0.07919999999999999,689
0726,Pago,4,Lisboa,"<100,000","<100,000",12500,C+,3,3.0,0.0731,0.0731,48
0727,Regular,15,Beira Litoral,"100,000 - 350,000","350,000-500,000",25000,B-,36,7.0,0.0748,0.0748,852
0728,Regular,9,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B,36,7.0,0.0649,0.0649,859
0729,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","<100,000",25000,B,48,7.0,0.0692,0.0692,801
0730,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,7.0,0.0748,0.0748,1154
0731,Regular,20,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B-,18,7.0,0.06570000000000001,0.06570000000000001,796
0732,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",10000,B-,36,7.0,0.0748,0.0748,813
0733,Regular,5,Minho e Douro Litoral,"<100,000","350,000-500,000",20000,B,36,7.0,0.0649,0.0649,852
0734,Regular,4,Algarve,"<100,000","100,000 - 350,000",15000,C+,24,7.0,0.0834,0.0834,755
0735,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","<100,000",20000,C+,36,7.0,0.0874,0.0874,1011
0736,Regular,25,Lisboa,"100,000 - 350,000","<100,000",30000,A,48,7.0,0.0492,0.0492,1550
0737,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",25000,B,36,7.0,0.0649,0.0649,1072
0738,Regular,4,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",15000,B-,36,7.0,0.0748,0.0748,1663
0739,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C+,24,7.0,0.0834,0.0834,1269
0740,Regular,4,Lisboa,"500,000-1,500,000","500,000-1,500,000",30000,B+,48,7.0,0.0592,0.0592,1600
0741,Regular,41,Madeira,"<100,000","100,000 - 350,000",20000,B+,36,7.0,0.054900000000000004,0.054900000000000004,1267
0742,Regular,11,Trás os Montes e Alto Douro,"<100,000","100,000 - 350,000",10000,C+,24,7.0,0.0834,0.0834,1095
0743,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,B-,36,6.0,0.0748,0.0748,1277
0744,Regular,20,Lisboa,"100,000 - 350,000","100,000 - 350,000",15000,A,48,6.0,0.0492,0.0492,1737
0745,Regular,3,Beira Interior,"500,000-1,500,000","100,000 - 350,000",30000,B-,36,6.0,0.0748,0.0748,1807
0746,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",30000,B+,48,6.0,0.0592,0.0592,1418
0747,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","<100,000",10000,B-,36,6.0,0.0748,0.0748,1233
0748,Regular,7,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",25000,B+,36,6.0,0.054900000000000004,0.054900000000000004,1789
0749,Regular,12,Algarve,"350,000-500,000","100,000 - 350,000",15000,C+,36,6.0,0.0874,0.0874,1444
0750,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",7500,C+,24,6.0,0.0834,0.0834,1408
0751,Regular,5,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",15000,B-,36,6.0,0.0748,0.0748,1787
0752,Regular,17,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",20000,B-,36,6.0,0.0748,0.0748,924
0753,Regular,3,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",50000,A,48,6.0,0.0492,0.0492,1955
0754,Regular,5,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",30000,B,36,6.0,0.0649,0.0649,2335
0755,Regular,14,Alentejo,"100,000 - 350,000","500,000-1,500,000",80000,B+,48,6.0,0.0592,0.0592,2816
0756,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B,36,6.0,0.0649,0.0649,2175
0757,Regular,7,Beira Litoral,">=1,500,000","500,000-1,500,000",100000,PME,48,6.0,0.035,0.03499998,2036
0758,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",5000,C+,48,6.0,0.0917,0.0917,1659
0759,Regular,14,Estremadura e Ribatejo,"500,000-1,500,000","100,000 - 350,000",40000,B+,48,6.0,0.0592,0.0592,3110
0760,Regular,8,Beira Litoral,"500,000-1,500,000","350,000-500,000",20000,B-,48,6.0,0.07919999999999999,0.07919999999999999,1494
0761,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B-,48,6.0,0.07919999999999999,0.07919999999999999,1615
0762,Regular,5,Lisboa,"100,000 - 350,000","100,000 - 350,000",40000,B,48,6.0,0.0692,0.0692,2031
0763,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",30000,A,60,6.0,0.0538,0.0538,1776
0764,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","350,000-500,000",25000,B,36,6.0,0.0649,0.0649,1509
0765,Regular,15,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",10000,B,36,6.0,0.0649,0.0649,1993
0766,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,36,6.0,0.0748,0.0748,1964
0767,Regular,7,Estremadura e Ribatejo,"500,000-1,500,000","350,000-500,000",25000,B-,18,6.0,0.06570000000000001,0.06570000000000001,2639
0768,Regular,3,Minho e Douro Litoral,"<100,000","<100,000",10000,B-,24,6.0,0.0708,0.0708,2061
0769,Regular,18,Lisboa,"<100,000","100,000 - 350,000",50000,B+,36,6.0,0.054900000000000004,0.054900000000000004,2135
0770,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",18000,B,36,6.0,0.0649,0.0649,2694
0771,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",40000,B,48,6.0,0.0692,0.0692,1240
0772,Regular,26,Lisboa,"100,000 - 350,000","100,000 - 350,000",15000,B-,24,6.0,0.0708,0.0708,2122
0773,Regular,5,Lisboa,"350,000-500,000","500,000-1,500,000",40000,B,36,6.0,0.0649,0.0649,2692
0774,Regular,9,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,6.0,0.0748,0.0748,1944
0775,Regular,8,Lisboa,"100,000 - 350,000","<100,000",20000,B,36,6.0,0.0649,0.0649,845
0776,Regular,3,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",15000,C+,24,6.0,0.0834,0.0834,2281
0777,Regular,14,Lisboa,"100,000 - 350,000","<100,000",15000,B-,36,6.0,0.0748,0.0748,2198
0778,Regular,8,Lisboa,"100,000 - 350,000","100,000 - 350,000",30000,B+,36,6.0,0.054900000000000004,0.054900000000000004,1731
0779,Regular,22,Minho e Douro Litoral,">=1,500,000",">=1,500,000",75000,PME,24,6.0,0.0475,0.0475,2263
0780,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",75000,A,36,6.0,0.044800000000000006,0.044800000000000006,1711
0781,Regular,3,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,36,5.0,0.0748,0.0748,2034
0782,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",15000,B,48,5.0,0.0692,0.0692,1494
0783,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",10000,S,36,5.0,0.09,0.08998975,87
0784,Regular,24,Lisboa,"500,000-1,500,000","500,000-1,500,000",75000,A,24,5.0,0.0408,0.0408,2601
0785,Regular,9,Lisboa,"500,000-1,500,000","350,000-500,000",15000,B,24,5.0,0.060899999999999996,0.060899999999999996,1903
0786,Regular,4,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",15000,B-,36,5.0,0.0748,0.0748,2727
0787,Regular,2,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,S,36,5.0,0.0874,0.08738901,175
0788,Regular,5,Minho e Douro Litoral,"<100,000","<100,000",20000,A,48,5.0,0.0492,0.0492,2550
0789,Regular,5,Minho e Douro Litoral,"<100,000","<100,000",20000,B+,48,5.0,0.0592,0.0592,3181
0790,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",15000,B-,48,5.0,0.07919999999999999,0.07919999999999999,2071
0791,Regular,7,Beira Litoral,"100,000 - 350,000","350,000-500,000",15000,B,48,5.0,0.0692,0.0692,2120
0792,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",40000,B,36,5.0,0.0649,0.0649,3271
0793,Regular,13,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",15000,B-,36,5.0,0.0748,0.0748,2610
0794,Regular,34,Minho e Douro Litoral,"100,000 - 350,000",">=1,500,000",130000,A,48,5.0,0.0492,0.0492,3080
0795,Regular,1,Minho e Douro Litoral,"<100,000","<100,000",20000,S,36,5.0,0.08,0.08,176
0796,Regular,5,Açores,"100,000 - 350,000","<100,000",15000,B,36,5.0,0.0649,0.0649,2315
0797,Regular,3,Lisboa,"500,000-1,500,000","350,000-500,000",50000,B-,48,5.0,0.07919999999999999,0.07919999999999999,3283
0798,Regular,26,Beira Litoral,"<100,000","<100,000",10000,B,60,5.0,0.0738,0.0738,2204
0799,Pago,12,Estremadura e Ribatejo,"100,000 - 350,000","350,000-500,000",4000,B-,3,3.0,0.0605,0.06048413,57
0800,Regular,11,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B+,24,5.0,0.0509,0.0509,2321
0801,Regular,6,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",20000,B+,60,5.0,0.0639,0.0639,2452
0802,Regular,29,Beira Litoral,"500,000-1,500,000","500,000-1,500,000",15000,B,36,5.0,0.0649,0.0649,2806
0803,Regular,31,Minho e Douro Litoral,"100,000 - 350,000","500,000-1,500,000",15000,B-,36,5.0,0.0731,0.0731,2589
0804,Regular,54,Minho e Douro Litoral,"500,000-1,500,000",">=1,500,000",25000,B-,36,5.0,0.0731,0.0731,3432
0805,Regular,13,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,5.0,0.0874,0.0874,3296
0806,Regular,4,Beira Litoral,"100,000 - 350,000","<100,000",10000,C+,36,5.0,0.08560000000000001,0.08560000000000001,2571
0807,Regular,5,Lisboa,"100,000 - 350,000","<100,000",25000,B-,36,5.0,0.0748,0.0748,2423
0808,Regular,13,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",20000,B-,36,5.0,0.0731,0.0731,2834
0809,Regular,7,Beira Litoral,"100,000 - 350,000","500,000-1,500,000",6000,C,36,5.0,0.0999,0.0999,2476
0810,Regular,33,Beira Litoral,"100,000 - 350,000","350,000-500,000",20000,B-,36,5.0,0.0731,0.0731,2900
0811,Regular,9,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",30000,A,48,5.0,0.0479,0.0479,3048
